"X","vectorName","vectorAddress","postal_code","lat","lon"
182,"Cheo Yeoh & Associates LLC","138 Cecil St #10-03 Cecil Ct Singapore 069538","Singapore 069538",1.280756,103.848778
840,"Summit Law Corpn","138 Cecil St #10-02 Cecil Ct Singapore 069538","Singapore 069538",1.280756,103.848778
921,"V Ramakrishnan & Co","137 Cecil St #07-10 Aviva Bldg Singapore 069537","Singapore 069537",1.279732,103.848564
99,"Aridas & Associates","135 Cecil St #07-03 MYP Plaza Singapore 069536","Singapore 069536",1.279975,103.848701
100,"Aridas & Associates","135 Cecil St, Singapore 069536","Singapore 069536",1.279975,103.848701
50,"Advocates Legal Chambers LLP","133 Cecil St, Singapore 069535","Singapore 069535",1.280305,103.848906
83,"Andrew Yap & John","133 Cecil St #13-03 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
170,"Chan Neo Llp","133 Cecil St #16-02 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
226,"CM Hoe Partnership","133 Cecil St #06-01A Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
306,"Fabian & Khoo","133 Cecil St #08-03 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
340,"Gomez & Vasu LLC","13 Cecil St, Singapore 069535","Singapore 069535",1.280305,103.848906
404,"Jemaine Han & Company","#09-03, Keck Seng Tower, 133 Cecil St, Singapore 069535","Singapore 069535",1.280305,103.848906
547,"Leslie Yeo & Associates","Cecil St, Singapore 069535","Singapore 069535",1.280305,103.848906
782,"Sambandan & Co","133 Cecil St #09-03 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
842,"Sureshan Llc","133 Cecil St #13-01A Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
855,"Tan & Lim","133 Cecil St #11-02 Keck Seng Tower Singapore 069535","Singapore 069535",1.280305,103.848906
162,"Carroll, Burdick & McDonough LLP","105 Cecil St, Singapore 069534","Singapore 069534",1.280607,103.84906
907,"Tjh Law Corpn","105 Cecil St #23-01 The Octagon Singapore 069534","Singapore 069534",1.280607,103.84906
1,"Michael Khoo Partners Incorporating J Ng & Co","101 Cecil St #17-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
135,"Bay Tan & Partners","101 Cecil St, Singapore 069533","Singapore 069533",1.281097,103.849324
184,"Cheong & Koh","101 Cecil St #13-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
232,"Continental Law Llp","101 Cecil St #23-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
244,"Daisy Yeo & Co","101 Cecil St #20-01 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
257,"David Ong & Partners","101 Cecil St #13-01 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
307,"Fam Tay & Lee","101 Cecil St #16-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
400,"James Selvaraj LLC","14 Cecil St, Singapore 069533","Singapore 069533",1.281097,103.849324
437,"Just Law LLC","101 Cecil St #12-12 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
444,"K Krishna & Partners","101 Cecil St #24-03 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
579,"Lourdes Chen & Lee","23 Cecil St, Singapore 069533","Singapore 069533",1.281097,103.849324
597,"Mahadi Abu Bakar & Partners","101 Cecil St #14-01 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
632,"Mohan Das Naidu & Partners","101 Cecil St #09-10 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
633,"Mohan Das Naidu & Partners","101 Cecil St, Singapore 069533","Singapore 069533",1.281097,103.849324
715,"R Kalamohan Law Llc","101 Cecil St #08-12 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
721,"Rabi Ahmad & Co","101 Cecil St #14-03 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
760,"Roy & Partners","101 Cecil St #11-09 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
771,"S P Wong & Co","101 Cecil St #10-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
863,"Tan Kim Seng & Partners","101 Cecil St #18-03 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
883,"Tanlim Partnership","101 Cecil St #19-02 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
947,"Wee Soon Keng","101 Cecil St #17-06 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
955,"William Oh & Partners","101 Cecil St #25-02 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
746,"Remollo Raz & Redillas","100 Cecil St, The Globe, Singapore 069532","Singapore 069532",1.281143,103.848965
485,"Kirpal & Associates","50A Club St   Singapore 069427","Singapore 069427",1.282148,103.845876
577,"Loo & Partners","16 Gemmill Lane   Singapore 069254","Singapore 069254",1.282357,103.847134
20,"39 Essex Chambers (International) Pte Ltd","32 Maxwell Rd #02-16  Singapore 069115","Singapore 069115",1.27728,103.846528
140,"Benjamin Rupert Olbourne","32 Maxwell Rd, Singapore 069115","Singapore 069115",1.27728,103.846528
211,"Christopher Lau","32 Maxwell Rd #02-04  Singapore 069115","Singapore 069115",1.27728,103.846528
258,"David Patrick Lewis","32 Maxwell Rd, Singapore 069115","Singapore 069115",1.27728,103.846528
644,"Nakul Dewan","32 Maxwell Rd, Singapore 069115","Singapore 069115",1.27728,103.846528
818,"Simon Christopher Milnes","32 Maxwell Rd, Singapore 069115","Singapore 069115",1.27728,103.846528
14,"Dennis Chua & Co","20 Maxwell Rd #12-07A Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
104,"Arul Chew & Partners","20 Maxwell Rd #02-13/14 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
202,"Choo Kwun Kiat","Fax  20 Maxwell Rd #02-10 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
338,"Goh Phai Cheng Llc","20 Maxwell Rd #06-15 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
366,"Heng Leong & Srinivasan Llc","20 Maxwell Rd #08-01Q Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
557,"Lim & Gopalan","20 Maxwell Rd #05-11 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
614,"Maurice Oon","20 Maxwell Rd, Singapore 069113","Singapore 069113",1.279136,103.844656
815,"Sim Teow Leng & Co","20 Maxwell Rd #09-02/03 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
919,"United Legal Alliance Llc","20 Maxwell Rd #13-00 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
250,"Dave Shaun Patel Partnership","20 McCallum St, Asia Chambers, Singapore 069046","Singapore 069046",1.279552,103.847941
910,"Toh Tan & Partners","20 McCallum St, Singapore 069046","Singapore 069046",1.279552,103.847941
690,"Peter Ng & Co","15 McCallum St, Singapore 069045","Singapore 069045",1.279538,103.8474109
459,"Kalidass Law Corpn","160 Robinson Rd #19-10 Singapore Business Frderation Ctr Singapore 068914","Singapore 068914",1.352083,103.819836
585,"Lpp Law Corpn","160 Robinson Rd #26-05 Singapore Business Frderation Ctr Singapore 068914","Singapore 068914",1.352083,103.819836
606,"Margaret Law Corporation","160 Robinson Rd #19-07 Singapore Business Frderation Ctr Singapore 068914","Singapore 068914",1.352083,103.819836
965,"Wong & Eng Llc","160 Robinson Rd #25-09 Singapore Business Frderation Ctr Singapore 068914","Singapore 068914",1.352083,103.819836
817,"Simmons & Simmons Jws Pte. Ltd.","168 Robinson Rd 11-01 & 04 Capital Tower Singapore 068912","Singapore 068912",1.27757,103.847334
319,"Freehills","39 Robinson Rd #08-01 Robinson Pt Singapore 068911","Singapore 068911",1.279644,103.849487
245,"Damodara Hazra Llp","146 Robinson Rd #07-02  Singapore 068909","Singapore 068909",1.277954,103.848108
825,"Skandan Law Llc","144 Robinson Rd #14-02 Robinson Sq Singapore 068908","Singapore 068908",1.278109,103.848192
206,"Chris Chua & Associates","138 Robinson Rd #10-04 The Corporate Office Singapore 068906","Singapore 068906",1.278857,103.848464
725,"Rajan Chettiar LLC","112 Robinson Rd #14-02 Robinson 112 Singapore 068902","Singapore 068902",1.279253,103.848881
187,"Chew & Partners","96 Robinson Rd, Singapore 068899","Singapore 068899",1.279711,103.8491449
651,"Ng Chong & Hue","96 Robinson Rd #15-01 S I F Bldg Singapore 068899","Singapore 068899",1.279711,103.8491449
31,"A Mohamed Hashim & Madelene Sng","80 Robinson Rd, Singapore 068898","Singapore 068898",1.280128,103.84938
975,"Wong Tan & Molly Lim LLC","80 Robinson Rd #17-02  Singapore 068898","Singapore 068898",1.280128,103.84938
384,"Infinitus Law Corpn","77 Robinson Rd #16-00 Robinson 77 Singapore 068896","Singapore 068896",1.277817,103.848337
271,"Dhillon Dendroff Tan & Partners","71 Robinson Rd, Singapore 068895","Singapore 068895",1.278545,103.8487789
131,"Balakrishnan & Associates","63 Robinson Rd, Singapore 068894","Singapore 068894",1.2789919,103.84908
672,"Oon & Bazul LLP","36 Robinson Rd #08-01 City Hse Singapore 068877","Singapore 068877",1.2813159,103.849776
707,"Prp Law Llc","36 Robinson Rd #12-05 City Hse Singapore 068877","Singapore 068877",1.2813159,103.849776
731,"RAMDAS & WONG","36 Robinson Rd, Singapore 068877","Singapore 068877",1.2813159,103.849776
732,"Ramdas & Wong","36 Robinson Rd #10-01 City Hse Singapore 068877","Singapore 068877",1.2813159,103.849776
733,"Ranjeet & Company","36 Robinson Rd, Singapore 068877","Singapore 068877",1.2813159,103.849776
811,"Sim Law Practice LLC","36 Robinson Rd #12-03 City Hse Singapore 068877","Singapore 068877",1.2813159,103.849776
371,"Hill Dickinson Llp","8 Shenton Way #49-02 AXA Tower Singapore 068811","Singapore 068811",1.275386,103.8472589
424,"Joseph Lopez Llp","6 Shenton Way #17-11 OUE Downtown Tower 2 Singapore 068809","Singapore 068809",1.276805,103.848363
425,"Joseph Tan Jude Benny","6 Shenton Way #23-08 OUE Downtown Tower 2 Singapore 068809","Singapore 068809",1.276805,103.848363
426,"Joseph Tan Jude Benny Llp","6 Shenton Way #23-08 OUE Downtown Singapore 068809","Singapore 068809",1.276805,103.848363
647,"Nanyang Law Llc","6 Shenton Way #41-01 OUE Downtown Tower 1 Singapore 068809","Singapore 068809",1.276805,103.848363
663,"One Legal LLC","6 Shenton Way #21-08 OUE Downtown Singapore 068809","Singapore 068809",1.276805,103.848363
964,"Wnlex Llc","6 Shenton Way #40-04 OUE Downtown Singapore 068809","Singapore 068809",1.276805,103.848363
127,"B Rengarajoo & Associates","5 Shenton Way, Singapore 068808","Singapore 068808",1.277583,103.849316
312,"Foo & Partners","8 Shenton Way, Singapore 068808","Singapore 068808",1.277583,103.849316
505,"Laurence Goh Eng Yau & Co","5 Shenton Way, Singapore 068808","Singapore 068808",1.277583,103.849316
713,"Quek Kai Kok","5 Shenton Way #15-08 U I C Bldg Singapore 068808","Singapore 068808",1.277583,103.849316
946,"Wee Ramayah & Partners","1 Shenton Way, Singapore 068808","Singapore 068808",1.277583,103.849316
259,"De Souza Lim & Goh Llp","4 Shenton Way #28-01 SGX Centre 2 Singapore 068807","Singapore 068807",1.279292,103.849818
304,"Eversheds Harry Elias Llp","4 Shenton Way #17-01 SGX Centre 2 Singapore 068807","Singapore 068807",1.279292,103.849818
475,"Kenneth Tan Partnership","4 Shenton Way #08-01 SGX Centre 2 Singapore 068807","Singapore 068807",1.279292,103.849818
546,"Leong Why Kong Co","4 Shenton Way, Singapore 068807","Singapore 068807",1.279292,103.849818
270,"Dhillon & Partners","Shenton Way, Singapore","Singapore 068805",1.278542,103.850011
214,"Chui Sim Goh & Lim","3 Shenton Way, Singapore 068805","Singapore 068805",1.278542,103.850011
269,"Dhillon & Panoo Llc","3 Shenton Way #07-01 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
519,"Lee Brothers","3 Shenton Way #14-06 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
559,"Lim & Wong Partnership","3 Shenton Way #14-06 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
618,"May Oh & Wee","3 Shenton Way #15-01 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
650,"Ng & Co","3 Shenton Way, Singapore 068805","Singapore 068805",1.278542,103.850011
778,"Salehah & Co","3 Shenton Way #07-03 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
788,"Sanders Law Llc","3 Shenton Way #07-01 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
878,"Tan Sei Bee","3 Shenton Way #21-04 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
969,"Wong & Yian Llc","3 Shenton Way #10-03 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
974,"Wong Kin Meng & Co","3 Shenton Way #21-04 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
980,"Wu LLC","3 Shenton Way #21-04 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
57,"Akin Gump Strauss Hauer & Feld Llp","2 Shenton Way #16-01 SGX Centre 1 Singapore 068804","Singapore 068804",1.279464,103.849946
145,"Bird & Bird Atmd Llp","2 Shenton Way #13-03 SGX Centre 1 Singapore 068804","Singapore 068804",1.279464,103.849946
822,"Singh B Mohan & Co","1 Shenton Way, Singapore 068803","Singapore 068803",1.279447,103.8505069
289,"Ecyt Law Llc","137 Telok Ayer St #07-04 Singapore Hokkien Huay Kuan Bldg Singapore 068602","Singapore 068602",1.280887,103.84787
436,"Jusequity Law Corpn","137 Telok Ayer St #05-01/2/3 Singapore Hokkien Huay Kuan Bldg Singapore 068602","Singapore 068602",1.280887,103.84787
441,"K K Cheng & Co","127 Telok Ayer St, Singapore 068596","Singapore 068596",1.281061,103.847934
13,"Belinda Ang Tang & Partners","19 Carpenter St #03-00  Singapore 059908","Singapore 059908",1.288373,103.847663
873,"Tan Oei & Oei LLC","17 Carpenter St #04-01  Singapore 059906","Singapore 059906",1.2883039,103.847757
117,"August Law Corporation","12 Eu Tong Sen St, Singapore 059819","Singapore 059819",1.288477,103.846732
709,"Py Legal Llc","12 Eu Tong Sen St #06-163 The Central Singapore 059819","Singapore 059819",1.288477,103.846732
719,"R.S. Wijaya & Co","12 Eu Tong Sen St #08-164 The Central Singapore 059819","Singapore 059819",1.288477,103.846732
963,"Wmh Law Corpn","12 Eu Tong Sen St #07-169 The Central Singapore 059819","Singapore 059819",1.288477,103.846732
609,"Martin & Partners","8 Eu Tong Sen St #16-85 The Central Singapore 059818","Singapore 059818",1.288529,103.846784
130,"Bajwa & Co","6 Eu Tong Sen St #06-17 The Central Singapore 059817","Singapore 059817",1.288424,103.846694
277,"Dora Boon & Co","6 Eu Tong Sen St #09-05 The Central Singapore 059817","Singapore 059817",1.288424,103.846694
316,"Francine Tan Law Corporation","Singapore 059817","Singapore 059817",1.288424,103.846694
738,"Raymond Yeo","6 Eu Tong Sen St #05-17 The Central Singapore 059817","Singapore 059817",1.288424,103.846694
850,"T L Yap & Associates","6 Eu Tong Sen St #09-11 The Central Singapore 059817","Singapore 059817",1.288424,103.846694
851,"T L Yap Law Chambers Llc","6 Eu Tong Sen St #09-11 The Central Singapore 059817","Singapore 059817",1.288424,103.846694
189,"Chia Ngee Thuang & Co","60 Eu Tong Sen St #03-26 Furama City Centre Singapore Shopping Centre Singapore 059804","Singapore 059804",1.286551,103.844618
238,"Crossborders Llc","60 Eu Tong Sen St #03-12 Furama City Centre Singapore Shopping Centre Singapore 059804","Singapore 059804",1.286551,103.844618
375,"Hoh Law Corporation","60 Eu Tong Sen St #01-08 Furama City Centre Singapore Shopping Centre Singapore 059804","Singapore 059804",1.286551,103.844618
317,"Francis Khoo & Lim","20, Havelock Rd, #03-18, Central Sq, Singapore 059765, Singapore","Singapore 059765",1.2883039,103.842986
25,"A C Cheong & Co","20 Havelock Rd #02-44 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
163,"Catherine Lim Llc","20 Havelock Rd #03-01 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
274,"Dodwell & Co","20 Havelock Rd #02-27/28 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
309,"Firoze & May Llc","20 Havelock Rd #02-34 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
318,"Francis Khoo & Lim","20 Havelock Rd #03-18 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
433,"Julie Tok & Co","20 Havelock Rd #02-42 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
566,"Linda Phua Law Practice","20 Havelock Rd #02-45 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
620,"Md Nasser Ismail & Co","20 Havelock Rd #02-31 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
668,"Ong Cheong Wei Law Chambers","29 Central Blvd, Singapore 059765","Singapore 059765",1.2883039,103.842986
766,"S K Kumar & Associates","20 Havelock Rd #03-11 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
775,"S.S.Parhar Law Corpn","20 Havelock Rd #02-38 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
885,"Tay & Wong","20 Havelock Rd #02-36 Central Sq Singapore 059765","Singapore 059765",1.2883039,103.842986
97,"Archilex Law Corpn","2 Havelock Rd #06-05 2HR Singapore 059763","Singapore 059763",1.287135,103.84517
386,"Invictus Law Corpn","2 Havelock Rd #01-20 2HR Singapore 059763","Singapore 059763",1.287135,103.84517
587,"Luke Lee & Co","2 Havelock Rd #06-02 2HR Singapore 059763","Singapore 059763",1.287135,103.84517
677,"P. Tan & Co","2 Havelock Rd #06-02 2HR Singapore 059763","Singapore 059763",1.287135,103.84517
684,"Peng Kwee & Christine Seah","2 Havelock Rd, Singapore 059763","Singapore 059763",1.287135,103.84517
507,"Law Society Pro Bono Services","1 Havelock Sq #05-00  Singapore 059724","Singapore 059724",1.286997,103.842782
629,"Mirchandani & Partners","Ofc","Singapore 059608",1.288187,103.844007
157,"C S Lee","11 Keng Cheow St, Singapore 059608","Singapore 059608",1.288187,103.844007
888,"Teh Yip Wong and Tan","11 Keng Cheow St, Singapore 059608","Singapore 059608",1.288187,103.844007
956,"William Poh & Louis Lim","21B Mosque St   Singapore 059501","Singapore 059501",1.283692,103.84466
209,"Christopher Bridges","9 Mosque St, Singapore 059489","Singapore 059489",1.284019,103.844302
11,"Leong Chua & Wong","133 New Bridge Rd #22-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
77,"Amolat & Partners","133 New Bridge Rd #14-01 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
78,"Amolat & Partners","1 New Bridge Rd, Singapore 059413","Singapore 059413",1.285202,103.8449399
123,"B B Marican Maideen & Co","133 New Bridge Rd #13-08 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
150,"Brown Pereira & Co","133 New Bridge Rd #16-05 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
151,"Bsa Law Chambers Llc","133 New Bridge Rd #10-04 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
233,"Cooma & Rai","133 New Bridge Rd #08-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
235,"Cosmas Llc","133 New Bridge Rd #16-05 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
248,"Daniel Poon & Co","133 New Bridge Rd #11-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
278,"Dorothy Chai & Mary Ong Law Practice","133 New Bridge Rd #14-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
279,"Dorothy Chai Law Practice","133 New Bridge Rd #14-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
287,"East Asia Law Corporation","133 New Bridge Rd #10-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
300,"Esvaran & Tan","133 New Bridge Rd #12-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
322,"G N Tang & Co","133 New Bridge Rd #22-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
337,"Goh Jp & Wong Llc","133 New Bridge Rd #16-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
355,"H K Wong & Co","133 New Bridge Rd #16-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
361,"Har (Law Corporation)","133 New Bridge Rd #09-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
374,"Ho Wong Law Practice Llc","133 New Bridge Rd #23-06/07/08 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
391,"J S Yeh & Co","133 New Bridge Rd #18-03 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
401,"Jan Tan & Chan","133 New Bridge Rd #15-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
438,"Justicius Law Corpn","133 New Bridge Rd #08-08 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
439,"K H Ching & Co","133 New Bridge Rd #11-08 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
471,"Kelvin Lim & Partners","133 New Bridge Rd #12-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
476,"Kertar Law Llc","133 New Bridge Rd #11-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
560,"Lim BC & Co","133 New Bridge Rd #16-01 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
567,"Ling Das & Partners","133 New Bridge Rd #08-07 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
594,"M Wan","133 New Bridge Rd #15-02 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
599,"Mahtani & Co.","133 New Bridge Road, #25-04, Chinatown Point, Singapore 059413","Singapore 059413",1.285202,103.8449399
612,"Mathew Chew & Chelliah","133 New Bridge Rd #13-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
615,"Maximus Law Llc","133 New Bridge Rd #12-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
637,"MSC Law Corpn","133 New Bridge Rd #13-06 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
723,"Raj Kumar & Rama","133 New Bridge Rd #16-07 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
739,"Rbn Chambers Llc","133 New Bridge Rd #10-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
750,"Riaz Llc","133 New Bridge Rd #09-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
754,"Robin Tan & Co","133 New Bridge Rd #11-07 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
758,"Ronald Lee & Co.","133 New Bridge Road, #25-08, Chinatown Point, Singapore 059413","Singapore 059413",1.285202,103.8449399
768,"S L Tan & Co","133 New Bridge Rd, Singapore 059413","Singapore 059413",1.285202,103.8449399
793,"Seah & Co","133 New Bridge Rd #08-05/06 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
826,"Sng & Co","133 New Bridge Rd #11-05 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
860,"Tan Chye Kwee","133 New Bridge Rd #11-06 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
894,"Thangavelu Llc","133 New Bridge Rd #10-10 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
922,"V.Suria & Co","133 New Bridge Rd #16-07 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
935,"Vision Law Llc","133 New Bridge Rd #18-01 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
949,"Wee Tay & Lim","133 New Bridge Rd #19-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
972,"Wong Gopal & Rai","133 New Bridge Rd #09-01 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
986,"Yeo Kee Chin & Co","133 New Bridge Rd #09-03 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
987,"Yeo Marini & Partners","133 New Bridge Rd #15-04 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
499,"Lalwani Law Chambers","23 New Bridge Rd #04-01  Singapore 059389","Singapore 059389",1.288799,103.8475349
856,"Tan & Lim","23 New Bridge Rd, Singapore 059389","Singapore 059389",1.288799,103.8475349
167,"Chambers Law Llp","45 North Canal Rd #05-01  Singapore 059301","Singapore 059301",1.28715,103.846697
676,"P S Goh & Co","36 N Canal Rd, Singapore 059292","Singapore 059292",1.286931,103.847107
268,"Dg Law Llc","34D North Canal Rd   Singapore 059290","Singapore 059290",1.28689,103.847195
397,"James Chai & Partners","78A Pagoda St   Singapore 059237","Singapore 059237",1.283883,103.843731
682,"Patrick Chin Syn & Co","67B Pagoda St   Singapore 059226","Singapore 059226",1.283593,103.843862
669,"Ong Lip Cheng Peter","65B Pagoda St   Singapore 059224","Singapore 059224",1.28357,103.843897
42,"Abraham Teo & Co","1 Park Rd #04-47 People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
188,"Chew Siang Tong","1 Park Rd #04-19F People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
716,"R Ramason & Almenoar","1 Park Rd #04-06 People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
797,"Serene Chan & Co","1 Park Rd #04-04 People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
798,"Serene Chan & Co","1 Park Road, #04-04 People's Park Complex, Singapore 059108","Singapore 059108",1.284095,103.8425309
868,"Tan Lee & Choo","1 Park Rd #04-04 People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
876,"Tan See Swan & Co","1 Park Rd #04-48/50 People's Pk Complex Singapore 059108","Singapore 059108",1.284095,103.8425309
877,"Tan See Swan & Co","Singapore 059108","Singapore 059108",1.284095,103.8425309
85,"Angela Wong & Co","52A Smith St   Singapore 058959","Singapore 058959",1.282792,103.843468
267,"Dextra Partners Pte Ltd","269A South Bridge Rd   Singapore 058818","Singapore 058818",1.281913,103.8453229
301,"Ethos Law Corpn","225B South Bridge Rd   Singapore 058774","Singapore 058774",1.282844,103.845857
795,"Segeram & Co","225B South Bridge Rd   Singapore 058774","Singapore 058774",1.282844,103.845857
62,"Alfred Tan & Co","150 South Bridge Rd #05-01 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
239,"Crown Juris Law Llc","150 South Bridge Rd #02-11 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
313,"Foo Kwok Llc","150 South Bridge Rd #05-02A Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
323,"G S Lim & Partners","150 South Bridge Rd #02-30 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
419,"John Tay & Co","150 South Bridge Rd #02-05 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
466,"Kc Tng Law Practice","150 South Bridge Rd #02-30 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
494,"Kuru & Co","150 South Bridge Rd #04-06 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
603,"Manicka & Co","150 South Bridge Rd #02-07 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
689,"Peter Moe Law Practice","Singapore 058727","Singapore 058727",1.285134,103.846524
