vectorName,vectorAddress,postal_code,lat,lon,type
K S Ng & Co,22 Lor 21A Geylang #08-02 Prosper Ind Bldg Singapore 388431,Singapore 388431,1.315688,103.880384,Accountancy
K T Leong & Co,151 Chin Swee Rd #06-11 Manhattan Hse Singapore 169876,Singapore 169876,1.287186,103.84065,Accountancy
K W Chan & Co,37 Kallang Pudding Rd #03-01 Tong Lee Bldg-Blk B Singapore 349315,Singapore 349315,1.329394,103.878103,Accountancy
K Y Chiang & Co,180 Cecil St #10-02 Bangkok Bank Bldg Singapore 069546,Singapore 069546,1.279098,103.847827,Accountancy
K Y Chiang & Co,"Cecil St, Singapore 069546",Singapore 069546,1.279098,103.847827,Accountancy
K Y Chik & Associates,150 South Bridge Rd #06-04 Fook Hai Bldg Singapore 058727,Singapore 058727,1.285134,103.846524,Accountancy
K Y Chik & Associates,"150 South Bridge Rd, Singapore 058727",Singapore 058727,1.285134,103.846524,Accountancy
K. C. Chan & Co Pac,105 Cecil St #15-00 The Octagon Singapore 069534,Singapore 069534,1.280607,103.84906,Accountancy
K.S. Ng & Associates Pte Ltd,22 Lor 21A Geylang #06-01 Prosper Ind Bldg Singapore 388431,Singapore 388431,1.315688,103.880384,Accountancy
K.S. Ng & Co,"22 Lor 21A Geylang, #08-02 Prosper Industrial Building, Singapore 388431",Singapore 388431,1.315688,103.880384,Accountancy
K.S. Ng Advisory Pte. Ltd.,22 Lor 21A Geylang #08-02 Prosper Ind Bldg Singapore 388431,Singapore 388431,1.315688,103.880384,Accountancy
K.S. NG ADVISORY PTE. LTD.,"22 Lorong 21A Geylang, #08-02 Prosper Industrial Building, Singapore 388431",Singapore 388431,1.315688,103.880384,Accountancy
Kang & Khoo,"371 Beach Rd, Singapore 199597",Singapore 199597,1.302638,103.8622199,Accountancy
Kar & Company,"141 Middle Rd, Singapore 188976",Singapore 188976,1.2995969,103.852556,Accountancy
KDA Corporate Advisors Pte Ltd,"20 Maxwell Road, #09-17 Maxwell House, Singapore 069113", Singapore 069113,1.279136,103.844656,Accountancy
Kelvin Wong & Co,Blk 336 Smith St #04-304 New Bridge Centre Singapore 050336,Singapore 050336,1.282878,103.8425649,Accountancy
Ken Tan & Co,37 Kallang Pudding Rd #03-01 Tong Lee Bldg-Blk B Singapore 349315,Singapore 349315,1.329394,103.878103,Accountancy
Ken Wong & Co,178 Paya Lebar Rd #05-01  Singapore 409030,Singapore 409030,1.32982,103.890266,Accountancy
Ken Wong & Co,"Singapore, Tg Katong Rd178 Singapore 409030",Singapore 409030,1.32982,103.890266,Accountancy
Kew Yit Mian,519 Balestier Rd #03-01 Le Shantier Singapore 329852,Singapore 329852,1.326345,103.846606,Accountancy
Kit Yee & Co,10 Eunos Rd 8 #05-07 Singapore Post Centre Singapore 408600,Singapore 408600,1.319291,103.894819,Accountancy
KJK Corporate Solutions Pte Ltd,"171 TRAS STREET, UNION BUILDING, #07-171, Singapore 079025",Singapore 079025,1.274364,103.843877,Accountancy
KK Yap & Associates,35 Selegie Rd #10-18 Parklane Shopping Mall Singapore 188307,Singapore 188307,1.300626,103.849458,Accountancy
Kk Yap & Associates,"35 Selegie Rd, Singapore 188307",Singapore 188307,1.300626,103.849458,Accountancy
Klsc Management Pte Ltd,18 Boon Lay Way #03-136 TradeHub 21 Singapore 609966,Singapore 609966,1.328234,103.753597,Accountancy
Km Management Consultants Pte. Ltd.,"45 Tras St, Singapore 778984",Singapore 778984,1.402827,103.817478,Accountancy
Koh Management & Consultancy,Blk 86 Marine Parade Central #03-210  Singapore 440086,Singapore 440086,1.301492,103.906681,Accountancy
Koh Management - Corporate/Business Services Singapore,"7 Keppel Road, Tanjong Pagar Complex, #02-04/05, Singapore 089053",Singapore 089053,1.271418,103.842329,Accountancy
Koh Swee Tian & Co,7 Temasek Blvd #04-01 Suntec Tower One Singapore 038987,Singapore 038987,1.295285,103.85852,Accountancy
Koksin Management Services,"123 Bukit Merah Lane 1, Singapore 150123",Singapore 150123,1.286675,103.803776,Accountancy
KP Consultants LLP,"354 Joo Chiat Rd, Singapore 427600",Singapore 427600,1.308479,103.902999,Accountancy
KPMG Singapore,"#22-00, Hong Leong Building, 16 Raffles Quay, Singapore 048581",Singapore 048581,1.281304,103.850834,Accountancy
Kreston David Yeung Pac,128 Tg Pagar Rd   Singapore 088535,Singapore 088535,1.277589,103.843557,Accountancy
Kudos Cas Consultants Pte Ltd,9 Hongkong St #05-01  Singapore 059652,Singapore 059652,1.287488,103.847661,Accountancy
Kuek Buck Hiong & Co,246 MacPherson Rd #03-01A Betime Bldg Singapore 348578,Singapore 348578,1.3300829,103.875672,Accountancy
Kwan Wong Tan & Hong,15 Scotts Rd #04-01/03 Thong Teck Bldg Singapore 228218,Singapore 228218,1.307909,103.832893,Accountancy
Kwan Wong Tan & Hong,"Thong Teck Building #04-01/03, 15 Scotts Road (S)228218, Singapore 228218",Singapore 228218,1.307909,103.832893,Accountancy
L H Kan & Co,8 Marine Vista #02-27 Neptune Ct Singapore 449032,Singapore 449032,1.306699,103.9215679,Accountancy
L H Kwee & Co,101 Cecil St #09-12 Tong Eng Bldg Singapore 069533,Singapore 069533,1.281097,103.849324,Accountancy
L W Ong & Associates Llp,701 Sims Dr #08-01 LHK Bldg Singapore 387383,Singapore 387383,1.318597,103.877201,Accountancy
L Y Leong & Co,20 Kramat Lane #02-02 United Hse Singapore 228773,Singapore 228773,1.300958,103.842671,Accountancy
Lau Chin Huat & Co,Blk 336 Smith St #05-308 New Bridge Centre Singapore 050336,Singapore 050336,1.282878,103.8425649,Accountancy
Lau Chin Huat & Co,"50 Havelock Rd, Singapore 160050",Singapore 160050,1.289466,103.827011,Accountancy
Lau Lee Hua & Co,33 Ubi Ave 3 #04-71 Vertex Singapore 408868,Singapore 408868,1.33295,103.894131,Accountancy
LBT Progressive Services,"45B Edgefield Plains, #11-11, Waterbay, Singapore 828712",Singapore 828712,1.352083,103.819836,Accountancy
LCC Global,"200 Jln Sultan, Singapore 199018",Singapore 199018,1.303499,103.861257,Accountancy
LCC Global Corporate Services,"32 Maxwell Rd, Singapore 069115",Singapore 069115,1.27728,103.846528,Accountancy
"LCC PARTNERSHIP, CERTIFIED PUBLIC ACCOUNTANTS","Textile Centre, Singapore 199018",Singapore 199018,1.303499,103.861257,Accountancy
Lee & Hew Services Pte Ltd,160 Robinson Rd #18-09 Singapore Business Frderation Ctr Singapore 068914,Singapore 068914,1.352083,103.819836,Accountancy
Lee & Jonathan Pac,140 Paya Lebar Rd #07-20 AZ@Paya Lebar Singapore 409015,Singapore 409015,1.327334,103.89092,Accountancy
Lee Boon Song & Co Pac,190 Middle Rd #17-05 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
Lee Chee Wung & Co,"371 Beach Rd, Singapore 199597",Singapore 199597,1.302638,103.8622199,Accountancy
Lee Chee Wung & Co,6001 Beach Rd #18-03A Golden Mile Tower Singapore 199589,Singapore 199589,1.302128,103.864082,Accountancy
Lee Kok Poh & Co,Blk 808 French Rd #03-28 Kitchener Complex Singapore 200808,Singapore 200808,1.308475,103.862009,Accountancy
Lee Kok Poh & Co,"Gsm Building #06-03, 141 Middle Road (S)188976, Singapore 188976",Singapore 188976,1.2995969,103.852556,Accountancy
Lee Ph & Associates,"151 Chin Swee Rd, Singapore 169676",Singapore 169676,1.2870826,103.8408451,Accountancy
Lee S F & Co,Blk 261 Waterloo St #03-08 Waterloo Centre Singapore 180261,Singapore 180261,1.2987169,103.851813,Accountancy
Lee Yuen Chin & Co,Blk 164 Bt Merah Central #03-3657  Singapore 150164,Singapore 150164,1.28344,103.816199,Accountancy
Leong Chik Choon & Co,"5001 Beach Rd, Singapore 199588",Singapore 199588,1.302908,103.864945,Accountancy
Letus Accountancy,"427 Ang Mo Kio Ave 3, Singapore 560427",Singapore 560427,1.369293,103.854499,Accountancy
Liew Keow Seng & Co,"1 Coleman St, Singapore 179803",Singapore 179803,1.291359,103.851346,Accountancy
Liew Keow Seng & Company,"257 Selegie Rd, Singapore 188350",Singapore 188350,1.304069,103.850206,Accountancy
Liew Keow Seng Public Accounting Corpn,1 Coleman St #06-06 The Adelphi Singapore 179803,Singapore 179803,1.291359,103.851346,Accountancy
Lim Chee Yong & Co,60 Paya Lebar Rd #10-32 Paya Lebar Sq Singapore 409051,Singapore 409051,1.318938,103.8926112,Accountancy
Lim Wan Chat & Co,Blk 637 Veerasamy Rd #02-107  Singapore 200637,Singapore 200637,1.30699,103.855851,Accountancy
Lim Wan Chat & Co,"Blk 637 Veerasamy Road, #02-107, Singapore 200637",Singapore 200637,1.30699,103.855851,Accountancy
Ling Uk Choon & Co,401 Havelock Rd #02-06 Hotel Miramar Singapore 169631,Singapore 169631,1.288468,103.83738,Accountancy
Linkz Assurance Pac,65 Chulia St #38-06 O C B C Centre Singapore 049513,Singapore 049513,1.285398,103.84953,Accountancy
LNA Consultants,"Anson Rd, Singapore 079903",Singapore 079903,1.276109,103.845924,Accountancy
LNM Management Services Pte Ltd,"11 E Coast Rd, Singapore 428722",Singapore 428722,1.304617,103.901888,Accountancy
Loh Kum Heng & Co,133 New Bridge Rd #15-01 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Accountancy
Loh Poh Lim & Co,3 Shenton Way #12-06 Shenton Hse Singapore 068805,Singapore 068805,1.278542,103.850011,Accountancy
Loh Poh Lim & Co,"Shenton House #12-06, 3 Shenton Way (S)068805, Singapore 068805",Singapore 068805,1.278542,103.850011,Accountancy
Loke Lum Pac,110 Middle Rd #05-00 Chiat Hong Bldg Singapore 188968,Singapore 188968,1.2988329,103.853724,Accountancy
Long River Business Service Pte Ltd,"1015 Geylang East Avenue 3 #02-131, Singapore 389730",Singapore 389730,1.319309,103.890522,Accountancy
Louise Neo & Company,"619E Bukit Timah Rd, Singapore 269725",Singapore 269725,1.324488,103.809309,Accountancy
Low Kok Kim & Co,315 Outram Rd #15-07 Tan Boon Liat Bldg Singapore 169074,Singapore 169074,1.287436,103.833889,Accountancy
LTC Consultant,"27 Hume Ave, Singapore 598731",Singapore 598731,1.355428,103.767241,Accountancy
Lui Chin Yen & Co,133 New Bridge Rd #08-04 Chinatown Pt Singapore 059413,Singapore 059413,1.285202,103.8449399,Accountancy
M Barak & Co,8A Jln Pisang   Singapore 199075,Singapore 199075,1.303143,103.858684,Accountancy
M H Tjoe & Co,89 Short St #04-18 Golden Wall Centre Singapore 188216,Singapore 188216,1.303684,103.851552,Accountancy
M I Management Services,"#04-03, 218F Changi Road (S)419737, Singapore 419737",Singapore 419737,1.317369,103.904221,Accountancy
M Ong Co,Blk 1003 Toa Payoh Ind Pk #03-1529  Singapore 319075,Singapore 319075,1.334582,103.860265,Accountancy
M S Ong & Associates,Blk 531 Up Cross St #03-15 Hong Lim Complex-Blk 531 Singapore 050531,Singapore 050531,1.2841959,103.845699,Accountancy
M S Ong & Associates,"12 Prince Edward Rd, Singapore 079212",Singapore 079212,1.274216,103.848255,Accountancy
M.F.B.I.A LLP,"146 Bishan Street 11, Singapore 570146",Singapore 570146,1.344064,103.854124,Accountancy
Maju Corporate Services Pte. Ltd.,"3 Pickering St #02-22, Singapore 048660",Singapore 048660,1.284855,103.847664,Accountancy
Mal Management Services Pte Ltd,Blk 194 Kim Keat Ave #01-402  Singapore 310194,Singapore 310194,1.330951,103.858203,Accountancy
Margin Wheeler,"21 Bukit Batok Crescent, #16-78 Wcega Tower Singapore, Singapore 658065",Singapore 658065,1.337164,103.759705,Accountancy
Mary G & Co Pte. Ltd.,200 Jln Sultan #03-11 Textile Centre Singapore 199018,Singapore 199018,1.303499,103.861257,Accountancy
Maurice Ho & Co,Blk 802 French Rd #02-63  Singapore 200802,Singapore 200802,1.307345,103.860105,Accountancy
Maurice Ho & Co,"24 Peck Seah St, Singapore 079314",Singapore 079314,1.278261,103.844907,Accountancy
Mayron Pte Ltd,"Gm, 625 Lorong 4 Toa Payoh (S)319519, Singapore 319519",Singapore 319519,1.332759,103.853148,Accountancy
Mazars LLP,133 Cecil St #15-02 Keck Seng Tower Singapore 069535,Singapore 069535,1.280305,103.848906,Accountancy
Mehervan Singh & Co,5001 Beach Rd #07-23/25 Golden Mile Complex Singapore 199588,Singapore 199588,1.302908,103.864945,Accountancy
Melioris Private Limited,81 Ubi Ave 4 #07-11  Singapore 408830,Singapore 408830,1.3335459,103.891785,Accountancy
MGI Menon & Associates,60 Robinson Rd #11-01 BEA Bldg Singapore 068892,Singapore 068892,1.280664,103.849728,Accountancy
MGI Menon & Associates,"60 Robinson Road #11-01 BEA Building, Singapore 068892",Singapore 068892,1.280664,103.849728,Accountancy
Mgi S'pore Pac,51 Anson Rd #09-55 Anson Centre Singapore 079904,Singapore 079904,1.274627,103.845714,Accountancy
Mhc Partnership Llp,1 Coleman St #06-05 The Adelphi Singapore 179803,Singapore 179803,1.291359,103.851346,Accountancy
Mjma Pac,3791 Jln Bt Merah #10-01 E-Centre @ Redhill Singapore 159471,Singapore 159471,1.285298,103.811644,Accountancy
Mln Consultant Private Ltd,8 Temasek Blvd #08-05/06 Suntec Tower Three Singapore 038988,Singapore 038988,1.295241,103.859489,Accountancy
Modetti,"14, Robinson Road, #08-01A, Far East Finance Building,, Singapore 048545",Singapore 048545,1.282183,103.850799,Accountancy
Modetti Office Services Group (Head Office),"1, Raffles Place, #25-03, One Raffles Place Tower 1, Singapore, Singapore 048616",Singapore 048616,1.284479,103.851082,Accountancy
Mok Charp Khai & Co,5001 Beach Rd #03-26 Golden Mile Complex Singapore 199588,Singapore 199588,1.302908,103.864945,Accountancy
Molly's Management Services,"121 McNair Rd, Singapore 320121",Singapore 320121,1.318808,103.856457,Accountancy
Money Matters For Expats Pte Ltd,583 Orchard Rd #06-01 Forum Singapore 238884,Singapore 238884,1.306339,103.828639,Accountancy
Moore Stephens Llp,10 Anson Rd #29-15 International Plaza Singapore 079903,Singapore 079903,1.276109,103.845924,Accountancy
MSS Consultancy Pte. Ltd.,"10 Anson Rd, Singapore 079903",Singapore 079903,1.276109,103.845924,Accountancy
My Partnership,420 North Bridge Rd #02-09 North Bridge Centre Singapore 188727,Singapore 188727,1.297395,103.8549139,Accountancy
N F Lee & Co,35 Selegie Rd #04-06 Parklane Shopping Mall Singapore 188307,Singapore 188307,1.300626,103.849458,Accountancy
N Rajan Associates,10 Jln Besar #10-12 Sim Lim Tower Singapore 208787,Singapore 208787,1.304039,103.8546719,Accountancy
Nacn International Pac,60 Albert St #16-04 OG Albert Complex Singapore 189969,Singapore 189969,1.3020259,103.853648,Accountancy
Natarajan & Swaminathan,1 North Bridge Rd #19-06 High St Centre Singapore 179094,Singapore 179094,1.28983,103.849601,Accountancy
Nice Management & Secretarial Services,"6001 Beach Rd, Singapore 199589",Singapore 199589,1.302128,103.864082,Accountancy
Nicoichi Pte Ltd,"# 06-09E, Maxwell House, 20 Maxwell Rd, Singapore 069133",Singapore 069133,1.352083,103.819836,Accountancy
Nikkkoss & Co,5A Craig Rd   Singapore 089665,Singapore 089665,1.277484,103.843114,Accountancy
Nla Dfk Assurance Pac,143 Cecil St #17-03 G B Bldg Singapore 069542,Singapore 069542,1.278886,103.848024,Accountancy
Nooncloud Pte Ltd,"Level 30, Six, Battery Rd, Singapore 499909",Singapore 499909,1.352083,103.819836,Accountancy
NSC & Associates Pac,111 North Bridge Rd #21-02 Peninsula Plaza Singapore 179098,Singapore 179098,1.292307,103.850442,Accountancy
NSC Management Services Pte Ltd,51 Bt Batok Cres #08-05 Unity Centre Singapore 658077,Singapore 658077,1.338065,103.757031,Accountancy
Nuovo Consulting Pte Ltd,133 Cecil St #06-02 Keck Seng Tower Singapore 069535,Singapore 069535,1.280305,103.848906,Accountancy
Odds & Even Associates,151 Chin Swee Rd #06-01 Manhattan Hse Singapore 169876,Singapore 169876,1.287186,103.84065,Accountancy
Odds & Even Associates,"151 Chin Swee Rd, Singapore 169876",Singapore 169876,1.287186,103.84065,Accountancy
Officesmart Investment Pte Ltd,"9 Howard Rd, Singapore 369581",Singapore 369581,1.333431,103.885736,Accountancy
One Partnership Pac,1 Robinson Rd #14-01 AIA Tower Singapore 048542,Singapore 048542,1.281966,103.851059,Accountancy
One Stop Accounting - Accounting Software Singapore,"105 Sims Avenue, #09-12 Chancerlodge Complex, Singapore 387429",Singapore 387429,1.314513,103.877245,Accountancy
ONE-STOP FINANCIAL SERVICES,"10 ANSON ROAD, #26-04 INTERNATIONAL PLAZA, SINGAPORE, Singapore 079903",Singapore 079903,1.276109,103.845924,Accountancy
OneAsia Corporate Services Pte. Ltd.,"36B Hongkong Street, Holly Building 3rd Storey, Singapore 059675",Singapore 059675,1.28748,103.847359,Accountancy
Ong C H & Co,110 Jln Jurong Kechil #02-01 Sweebi Hse Singapore 598606,Singapore 598606,1.340938,103.772179,Accountancy
Ong Teh & Co,"89 Short St, Singapore 188216",Singapore 188216,1.303684,103.851552,Accountancy
Ong Teh Pac,89 Short St #10-02 Golden Wall Centre Singapore 188216,Singapore 188216,1.303684,103.851552,Accountancy
Onn Ping Lan & Co,Blk 809 French Rd #05-168 Kitchener Complex Singapore 200809,Singapore 200809,1.308384,103.861858,Accountancy
Onn Ping Lan & Co,"809 French Rd, Singapore 200809",Singapore 200809,1.308384,103.861858,Accountancy
Othank1 Pte Ltd,3 Soon Lee St #06-01  Singapore 627606,Singapore 627606,1.3337683,103.6975025,Accountancy
Outbox Corporate Services Pte Ltd,"632 Veerasamy Rd, Block 632, Singapore 200632",Singapore 200632,1.30617,103.85446,Accountancy
P B Low & Co,50 Armenian St #03-03  Singapore 179938,Singapore 179938,1.294437,103.8495669,Accountancy
P C Lee & Co,545 Orchard Rd #10-06 Far East Shopping Centre Singapore 238882,Singapore 238882,1.3055779,103.830139,Accountancy
P G Wee Partnership LLP,"79 Anson Rd, #07-03, Singapore 079906",Singapore 079906,1.2742309,103.845569,Accountancy
P H Leong & Co,"Golden Wall Centre #04-15, 89 Short Street (S)188216, Singapore 188216",Singapore 188216,1.303684,103.851552,Accountancy
P K Loke & Partners LLP,"19 Keppel Road, #03-10 Jit Poh Building, Singapore 089058",Singapore 089058,1.272967,103.8421539,Accountancy
P K Tiong & Co,10 Eunos Rd 8 #05-07 Singapore Post Centre Singapore 408600,Singapore 408600,1.319291,103.894819,Accountancy
P N Cheong & Co,865 Mountbatten Rd #05-18 Katong Shopping Centre Singapore 437844,Singapore 437844,1.303746,103.901182,Accountancy
P S Phuan & Co,"261 Lavender St, Singapore 338794",Singapore 338794,1.315428,103.859109,Accountancy
P S Tay Pte. Ltd.,3 Pickering St #03-03 Nankin Row Singapore 048660,Singapore 048660,1.284855,103.847664,Accountancy
P T Lim & Co,545 Orchard Rd #15-10 Far East Shopping Centre Singapore 238882,Singapore 238882,1.3055779,103.830139,Accountancy
P. T. Lim & Co,Fax  545 Orchard Rd #15-10 Far East Shopping Centre Singapore 238882,Singapore 238882,1.3055779,103.830139,Accountancy
Pan Asia Corporate Services Pte. Ltd.,2 Kallang Ave #08-29 CT Hub Singapore 339407,Singapore 339407,1.311457,103.8634469,Accountancy
Pan-China S'pore Pac,80 South Bridge Rd #03-02 Golden Castle Bldg Singapore 058710,Singapore 058710,1.2867789,103.8479739,Accountancy
Patceljon Professional Services Pte Ltd,1003 Bt Merah Central #06-13 Technoprenuer Centre@Bukit Merah Singapore 159836,Singapore 159836,1.283259,103.814735,Accountancy
Patrick Kan & Co,80 Marine Parade Rd #16-09 Parkway Parade Singapore 449269,Singapore 449269,1.301072,103.905281,Accountancy
Patrick Tee & Co,35 Selegie Rd #09-19 Parklane Shopping Mall Singapore 188307,Singapore 188307,1.300626,103.849458,Accountancy
Paul Go & Co,15 Enggor St #08-04 Realty Centre Singapore 079716,Singapore 079716,1.274071,103.844149,Accountancy
Paul Go & Co,"Beach Rd, Singapore 199591",Singapore 199591,1.299782,103.860659,Accountancy
Paul Hooi & Co,190 Middle Rd #14-01 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
Paul Hype Page Management Services Pte. Ltd,10 Anson Rd #22-15 International Plaza Singapore 079903,Singapore 079903,1.276109,103.845924,Accountancy
Paul Wan & Co,10 Anson Rd #35-08 International Plaza Singapore 079903,Singapore 079903,1.276109,103.845924,Accountancy
Payroll Outsourcing Services,"20 Maxwell Road, #11-24/25 Maxwell House, Singapore 069113",Singapore 069113,1.279136,103.844656,Accountancy
PayrollServe,"8 Wilkie Rd, Singapore 228095",Singapore 228095,1.302102,103.849615,Accountancy
Peter Comm,Fax  190 Middle Rd #03-21 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
PG Wee & Partners,"143 Cecil St, Singapore 069542",Singapore 069542,1.278886,103.848024,Accountancy
Philip Liew & Co,190 Middle Rd #14-05 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
PHR International Executive Search,"17 Upper Circular Rd, Singapore 058415",Singapore 058415,1.28881,103.847986,Accountancy
Phr Services Pte Ltd,"Jumbo seafood @Riverwalk, Singapore 058416",Singapore 058416,1.28887,103.848344,Accountancy
Pinnacle Partnership Llp,55 Lor L Telok Kurau #03-63 Bright Centre Singapore 425500,Singapore 425500,1.311723,103.910552,Accountancy
PL Biz Consulting Pte Ltd,175A Bencoolen St #07-02 Burlington Sq Singapore 189650,Singapore 189650,1.3020179,103.852486,Accountancy
Planassure Pac,"Cecil St, Singapore 069538",Singapore 069538,1.280756,103.848778,Accountancy
PlanPartners Pac,"138 Cecil St, Singapore 069538",Singapore 069538,1.280756,103.848778,Accountancy
PlanPartners Pac,138 Cecil St #18-00 Cecil Ct Singapore 069538,Singapore 069538,1.280756,103.848778,Accountancy
Plus Llp,190 Middle Rd #15-08 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
Praise The Lord Accounting Services Pte. Ltd.,9A Eng Kong Ter   Singapore 598981,Singapore 598981,1.336473,103.768604,Accountancy
Precursor Assurance Pac,60 Albert St #14-04 OG Albert Complex Singapore 189969,Singapore 189969,1.3020259,103.853648,Accountancy
PricewaterhouseCoopers LLP,8 Cross St #16-00 PWC Bldg Singapore 048424,Singapore 048424,1.282132,103.848925,Accountancy
Prim Management Services,"HDB Woodlands #09-397, 820 Woodlands Street 82 (S)730820, Singapore 730820",Singapore 730820,1.441146,103.789995,Accountancy
Prislyn Consultancy Pte Ltd,101 Kitchener Rd #02-13 Jln Besar Plaza Singapore 208511,Singapore 208511,1.308783,103.85821,Accountancy
Pro 1 Management Consultants Pte Ltd,19 Keppel Rd #03-07 Jit Poh Bldg Singapore 089058,Singapore 089058,1.272967,103.8421539,Accountancy
Pro-Excellence Management Service Pte Ltd,33 Ubi Ave 3 #08-14 Vertex Singapore 408868,Singapore 408868,1.33295,103.894131,Accountancy
Prowess Consultancy,"#01-480, 10 Defu Lane 10 (S)539191, Singapore 339191",Singapore 339191,1.313536,103.867455,Accountancy
Prudential Public Accounting Corpn,17 Phillip St #05-02 Grand Bldg Singapore 048695,Singapore 048695,1.28441,103.849737,Accountancy
Quality Biz Consultants Pte Ltd,Blk 12 North Bridge Rd #22-3958  Singapore 190012,Singapore 190012,1.304397,103.862711,Accountancy
Quantum Leap Corporate Advisory Pte. Ltd.,"29A Chai Chee Ave, Singapore 461029",Singapore 461029,1.324592,103.924035,Accountancy
R Ashraff Ali & Co,10 Jln Besar #15-03 Sim Lim Tower Singapore 208787,Singapore 208787,1.304039,103.8546719,Accountancy
R Chan & Associates Pac,100 Beach Rd #25-06 Shaw Towers Singapore 189702,Singapore 189702,1.296485,103.856559,Accountancy
R Chan & Co,"100 Beach Rd, Singapore 189702",Singapore 189702,1.296485,103.856559,Accountancy
R Nithianantham & Co,51 Anson Rd #07-51 Anson Centre Singapore 079904,Singapore 079904,1.274627,103.845714,Accountancy
R Nithianantham & Co,"Anson Centre #07-51, 51 Anson Road (S)079904, Singapore 079904",Singapore 079904,1.274627,103.845714,Accountancy
R&r Corporate Services Pte. Ltd.,"13 Lor 8 Toa Payoh, Singapore 319261",Singapore 319261,1.340668,103.857721,Accountancy
R.Venkataramani & Co,77 High St #03-10 High St Plaza Singapore 179433,Singapore 179433,1.290516,103.849283,Accountancy
Rama & Co,17 Phillip St #05-02 Grand Bldg Singapore 048695,Singapore 048695,1.28441,103.849737,Accountancy
Rama & Co,"17 Phillip St, Singapore 048695",Singapore 048695,1.28441,103.849737,Accountancy
Realtimme IT Consultancy Pte Ltd,"8 Burn Rd, Singapore 699977",Singapore 699977,1.352083,103.819836,Accountancy
Red Dot Business Support Services,"Registered Office : 10 Anson Road #26-04, International Plaza, Singapore, Singapore 079903",Singapore 079903,1.276109,103.845924,Accountancy
Register Management Services Pte. Ltd.,55 Changi Rd #02-01  Singapore 419709,Singapore 419709,1.316914,103.899011,Accountancy
Regnum Corporate Services Pte Ltd,105 Cecil St #20-02 The Octagon Singapore 069534,Singapore 069534,1.280607,103.84906,Accountancy
Reliance Audit Llp,Fax  100 Cecil St #08-01 The Globe Singapore 069532,Singapore 069532,1.281143,103.848965,Accountancy
Richard Chan & Co,"51 Goldhill Plaza, Singapore 308900",Singapore 308900,1.318222,103.842817,Accountancy
Richard Consultants Pte Ltd,51 Goldhill Plaza #15-06 Goldhill Plaza Singapore 308900,Singapore 308900,1.318222,103.842817,Accountancy
Richard Ho & Co,35 Selegie Rd #10-05 Parklane Shopping Mall Singapore 188307,Singapore 188307,1.300626,103.849458,Accountancy
Richard Ho & Co,"35 Selegie Rd, Singapore 188307",Singapore 188307,1.300626,103.849458,Accountancy
Richard Lim & Co,342D King George's Ave  King George's Bldg Singapore 208575,Singapore 208575,1.310361,103.862334,Accountancy
Richard Tan & Co,711 Geylang Rd #03-04 Oriental Venture Bldg Singapore 389626,Singapore 389626,1.314653,103.889701,Accountancy
Risen LLP,"8 Wholesale Centre, Singapore 110008",Singapore 110008,1.286798,103.776558,Accountancy
RJ Globe Management,"100 Cecil St, #10-01, Singapore 069532",Singapore 069532,1.281143,103.848965,Accountancy
Robert Tan Partners Pac,61 Club St   Singapore 069436,Singapore 069436,1.281752,103.8461559,Accountancy
Robert Yam & Co,190 Middle Rd #16-03 Fortune Centre Singapore 188979,Singapore 188979,1.300405,103.852241,Accountancy
Rohan.Mah & Partners Llp,8 Shenton Way #21-08 AXA Tower Singapore 068811,Singapore 068811,1.275386,103.8472589,Accountancy
Roundbox Llp,21 Bt Batok Cres #21-82 WCEGA Tower Singapore 658065,Singapore 658065,1.337164,103.759705,Accountancy
RSM Chio Lim,"8 Wilkie Rd, Singapore 228095",Singapore 228095,1.302102,103.849615,Accountancy
Rt Fisher U.S. Tax & College Planning Services Pte. Ltd.,5000N Marine Parade Rd #22-58 Lagoon View Singapore 449295,Singapore 449295,1.310731,103.933412,Accountancy
Rt Llp,1 Raffles Pl #17-02 One Raffles Pl Singapore 048616,Singapore 048616,1.284479,103.851082,Accountancy
RxP,"63, Hillview Avenue, #03-09, Lam Soon Industrial Building, Singapore 669569",Singapore 669569,1.357084,103.763605,Accountancy
S B Tan & Co,Blk 118 Aljunied Ave 2 #06-104  Singapore 380118,Singapore 380118,1.320126,103.887252,Accountancy
S C Mohan & Associates,8 Burn Rd #07-07 Trivex Singapore 369977,Singapore 369977,1.335497,103.885304,Accountancy
S C Teo & Co,149 Rochor Rd #05-07 Fu Lu Shou Complex Singapore 188425,Singapore 188425,1.301531,103.854515,Accountancy
S C Teo & Co,"Fu Lu Shou Complex #05-07, 149 Rochor Road (S)188425, Singapore 188425",Singapore 188425,1.301531,103.854515,Accountancy
S F Lee & Co,"North Bridge Commercial Complex #04-22, 470 North Bridge Road (S)188735, Singapore 188735",Singapore 188735,1.298285,103.855493,Accountancy
